employee_id,name_mask,gender,birth_year,hire_date,leave_date,leave_type,leave_reason_code,current_dept_id,current_level_code,is_key_talent,probation_end,status_end
E00937,姜燕妹,男,1987,2019-04-02,,,,D11,L1,0,2019-07-01,active
E00938,赵萍娥,男,1986,2018-03-13,2025-01-28,invol,R06,D03,L4,1,2018-06-11,left
E00939,戚彩涛,男,1993,2021-11-13,,,,D12,L3,0,2022-02-11,active
E00940,华燕*,女,1995,2022-01-19,,,,D11,L3,0,2022-04-19,active
E00941,陶娟惠,男,1986,2020-04-06,,,,D04,L2,0,2020-10-03,active
E00942,谢媛荣,女,1991,2024-05-17,2025-01-20,vol,R05,D08,L5,1,2024-08-15,left
E00943,何香*,女,1984,2017-09-16,,,,D04,L2,0,2018-03-15,active
E00944,魏玲*,男,1998,2024-12-18,,,,D06,L2,0,2025-03-18,active
E00945,沈佳*,女,1982,2019-12-19,,,,D02,L3,1,2020-03-18,active
E00946,孔瑞*,女,1993,2024-05-06,,,,D12,L3,0,2024-11-02,active
E00947,周菊雪,女,1994,2024-11-06,2025-07-16,vol,R01,D09,L6,0,2025-02-04,left
E00948,朱欣娜,男,1985,2021-04-13,,,,D01,L1,0,2021-10-10,active
E00949,韩月*,女,1994,2018-05-23,,,,D01,L4,0,2018-08-21,active
E00950,李欣*,男,1983,2021-01-22,,,,D12,L3,0,2021-07-21,active
E00951,周洋涛,女,1987,2021-05-26,,,,D04,L3,0,2021-08-24,active
E00952,周妹莺,女,1991,2018-09-02,,,,D03,L2,0,2018-12-01,active
E00953,华娜*,男,1985,2019-09-19,2025-02-12,invol,R07,D02,L2,0,2019-12-18,left
E00954,何月淑,男,1984,2022-11-12,,,,D07,L2,0,2023-02-10,active
E00955,孙超*,男,1992,2023-01-30,2025-04-14,vol,R04,D12,L1,0,2023-04-30,left
E00956,韩珠敏,女,1997,2023-05-25,2025-07-18,vol,R02,D01,L1,0,2023-11-21,left
E00957,蒋惠明,男,1984,2022-06-10,,,,D01,L1,0,2022-09-08,active
E00958,施春*,男,1995,2017-12-02,2025-03-25,invol,R09,D01,L4,1,2018-03-02,left
E00959,郑梅*,男,1985,2021-11-16,,,,D02,L1,1,2022-02-14,active
E00960,孔媛*,男,1982,2017-07-21,,,,D12,L7,0,2017-10-19,active
E00961,沈芳*,男,1986,2024-11-17,2025-11-05,invol,R06,D03,L1,0,2025-02-15,left
E00962,王慧*,女,1993,2024-04-11,,,,D01,L4,0,2024-07-10,active
E00963,严丽*,男,1986,2018-09-03,,,,D05,L5,0,2019-03-02,active
E00964,陶莺霞,女,1999,2024-08-27,,,,D01,L1,0,2024-11-25,active
E00965,郑艳*,男,1986,2020-09-23,,,,D09,L2,0,2021-03-22,active
E00966,郑环*,男,1996,2024-07-09,,,,D05,L6,1,2024-10-07,active
E00967,冯菊*,男,1984,2023-10-30,,,,D06,L3,0,2024-04-27,active
E00968,卫芳*,女,1988,2017-09-23,,,,D01,L4,0,2018-03-22,active
E00969,沈月霞,男,1990,2023-04-26,,,,D01,L5,1,2023-07-25,active
E00970,姜月凤,男,1992,2019-06-13,2025-07-15,invol,R06,D07,L5,1,2019-12-10,left
E00971,喻芳*,女,1985,2019-04-21,,,,D03,L1,0,2019-07-20,active
E00972,戚静*,女,1991,2021-07-04,,,,D04,L6,0,2021-12-31,active
E00973,韩欣*,女,1982,2019-09-02,,,,D01,L3,0,2019-12-01,active
E00974,华淑*,男,1980,2020-09-20,,,,D12,L6,0,2020-12-19,active
E00975,喻彩*,女,1991,2018-01-22,,,,D07,L6,1,2018-04-22,active
E00976,杨真荣,男,1988,2019-08-07,,,,D03,L5,1,2020-02-03,active
E00977,陈惠*,男,1984,2018-10-18,,,,D06,L2,0,2019-01-16,active
E00978,韩霞*,女,1995,2024-12-24,,,,D01,L3,0,2025-03-24,active
E00979,朱涛爱,女,1991,2022-05-08,2025-04-08,invol,R08,D05,L5,0,2022-08-06,left
E00980,张芝凡,男,1997,2019-03-10,,,,D09,L1,0,2019-06-08,active
E00981,吕荣萍,男,1990,2022-07-25,,,,D12,L4,1,2022-10-23,active
E00982,郑瑞云,男,2002,2024-08-21,2025-02-07,vol,R01,D05,L2,0,2024-11-19,left
E00983,杨琳荣,女,1998,2020-06-17,,,,D09,L6,1,2020-09-15,active
E00984,华敏*,女,1995,2020-08-14,,,,D01,L3,0,2021-02-10,active
E00985,施梅玉,女,1989,2023-04-18,2025-03-10,invol,R06,D01,L5,0,2023-10-15,left
E00986,喻菊洁,男,1998,2020-02-08,,,,D08,L4,1,2020-08-06,active
E00987,郑艳春,男,1998,2021-12-21,2025-03-06,vol,R01,D05,L5,0,2022-06-19,left
E00988,褚菊*,男,2000,2024-02-10,,,,D01,L4,1,2024-08-08,active
E00989,吴环英,女,1990,2021-11-13,,,,D06,L2,0,2022-02-11,active
E00990,尤勇*,男,1999,2022-10-12,,,,D01,L6,0,2023-04-10,active
E00991,沈英*,男,1992,2024-05-24,,,,D01,L1,1,2024-08-22,active
E00992,谢环莲,男,1980,2020-12-10,,,,D07,L3,0,2021-03-10,active
E00993,冯菊玉,男,1995,2017-03-10,2025-06-10,vol,R03,D08,L1,0,2017-06-08,left
E00994,韩洁翠,女,1983,2024-08-28,2025-08-10,vol,R01,D03,L3,0,2025-02-24,left
E00995,李洁*,男,1995,2024-10-26,2025-06-16,vol,R02,D06,L7,1,2025-01-24,left
E00996,姜妹秀,女,1994,2023-02-10,,,,D12,L6,1,2023-05-11,active
E00997,邹春强,女,1993,2022-04-29,,,,D06,L4,0,2022-07-28,active
E00998,卫娜*,男,1982,2017-03-18,,,,D11,L2,0,2017-06-16,active
E00999,冯凤*,女,2001,2023-04-16,,,,D02,L2,0,2023-07-15,active
E01000,吴凤*,男,1998,2022-07-12,,,,D01,L1,0,2022-10-10,active
E01001,赵菊*,女,1982,2018-04-29,,,,D01,L1,0,2018-07-28,active
E01002,沈洁*,女,1988,2021-06-02,2025-01-28,vol,R01,D06,L1,0,2021-08-31,left
E01003,钱静明,女,1995,2022-12-21,2025-10-23,vol,R04,D08,L1,0,2023-06-19,left
E01004,蒋华凤,女,2001,2023-07-21,,,,D11,L3,0,2023-10-19,active
E01005,姜静丽,女,1982,2021-07-12,,,,D02,L1,0,2021-10-10,active
E01006,谢怡*,男,1990,2017-10-30,,,,D04,L3,0,2018-01-28,active
E01007,姜娟*,女,1995,2023-05-05,,,,D12,L2,0,2023-08-03,active
E01008,吴彩美,女,1982,2021-12-20,2025-02-09,vol,R01,D05,L4,0,2022-03-20,left
E01009,戚欣嘉,男,1998,2024-11-13,,,,D02,L5,0,2025-02-11,active
E01010,沈芳*,女,1988,2024-09-04,,,,D01,L4,0,2024-12-03,active
E01011,曹丽*,女,1988,2023-07-27,,,,D05,L1,0,2023-10-25,active
E01012,秦雪荣,女,1995,2023-10-08,,,,D09,L4,0,2024-01-06,active
E01013,韩洋涛,男,1984,2024-03-08,,,,D01,L1,0,2024-06-06,active
E01014,曹芬*,男,1993,2024-10-11,,,,D02,L6,0,2025-01-09,active
E01015,郑涛*,女,2000,2024-07-30,,,,D12,L1,0,2024-10-28,active
E01016,孙佳静,男,1991,2019-07-13,,,,D07,L3,0,2019-10-11,active
E01017,李真*,女,2001,2024-11-26,,,,D12,L6,0,2025-02-24,active
E01018,杨欣*,女,1977,2020-10-25,,,,D01,L2,0,2021-01-23,active
E01019,张静*,女,1999,2023-05-23,,,,D01,L3,0,2023-11-19,active
E01020,孙洋*,男,1988,2022-11-19,2025-07-14,vol,R03,D09,L2,0,2023-05-18,left
E01021,施月*,男,1995,2021-04-26,,,,D11,L4,0,2021-07-25,active
E01022,褚素妹,女,1997,2023-12-30,,,,D08,L1,0,2024-06-27,active
E01023,严月霞,女,1988,2022-04-06,,,,D12,L3,0,2022-07-05,active
E01024,蒋琳雪,男,1993,2023-03-22,,,,D02,L3,0,2023-06-20,active
E01025,李淑*,男,1994,2022-10-20,2025-02-17,invol,R06,D04,L5,1,2023-01-18,left
E01026,卫娥华,男,1996,2022-11-12,,,,D05,L6,0,2023-02-10,active
E01027,谢静军,男,1991,2024-05-30,2025-04-17,vol,R01,D01,L6,1,2024-11-26,left
E01028,陈珠*,男,1990,2018-07-04,2025-07-27,vol,R02,D01,L1,0,2018-10-02,left
E01029,陈慧*,男,1994,2023-05-18,,,,D04,L1,0,2023-11-14,active
E01030,杨涛英,女,1998,2024-05-08,,,,D11,L4,1,2024-11-04,active
E01031,金娜*,男,2002,2024-11-19,,,,D01,L3,0,2025-02-17,active
E01032,冯燕华,女,1988,2020-05-24,,,,D01,L7,0,2020-08-22,active
E01033,钱荣琳,男,1997,2024-02-16,2025-03-07,vol,R01,D10,L1,0,2024-08-14,left
E01034,杨彩*,女,2001,2023-08-13,2025-07-08,vol,R03,D12,L1,0,2023-11-11,left
E01035,钱燕*,女,1993,2023-09-02,2025-05-02,vol,R04,D11,L5,1,2023-12-01,left
E01036,严凤*,男,1988,2020-05-22,2025-02-18,vol,R02,D02,L4,1,2020-11-18,left
E01037,戚涛*,男,1982,2024-03-07,2025-05-05,vol,R03,D01,L1,0,2024-06-05,left
E01038,周芳凤,男,1999,2023-11-21,,,,D03,L1,0,2024-05-19,active
E01039,李秀*,女,1985,2024-05-09,,,,D07,L2,0,2024-08-07,active
E01040,吴莲*,男,1995,2024-09-19,2025-08-29,invol,R09,D04,L4,0,2024-12-18,left
E01041,戚伟*,女,1995,2017-02-03,,,,D12,L3,0,2017-05-04,active
E01042,卫菊雅,女,1986,2018-04-16,2025-05-31,invol,R06,D06,L4,0,2018-07-15,left
E01043,朱芬军,女,1990,2021-01-13,2025-06-06,invol,R06,D01,L2,0,2021-04-13,left
E01044,金芳艳,女,1983,2018-01-27,,,,D02,L4,0,2018-07-26,active
E01045,陶素*,女,1985,2020-02-13,2025-05-22,invol,R08,D07,L5,1,2020-05-13,left
E01046,魏菊环,男,1985,2017-01-01,,,,D03,L1,0,2017-04-01,active
E01047,陈环*,女,2000,2022-05-12,,,,D03,L5,0,2022-08-10,active
E01048,蒋娜*,男,1984,2024-06-03,,,,D01,L1,0,2024-09-01,active
E01049,李梅军,男,1996,2018-07-29,,,,D12,L2,0,2018-10-27,active
E01050,赵彩凤,男,1990,2021-01-04,2025-09-13,vol,R01,D05,L6,0,2021-04-04,left
E01051,陶军*,女,1997,2024-07-28,2025-06-18,invol,R06,D02,L4,1,2024-10-26,left
E01052,陶玲兰,女,1982,2017-08-09,,,,D06,L5,0,2018-02-05,active
E01053,陶娜*,女,1987,2019-04-17,,,,D11,L1,0,2019-07-16,active
E01054,秦军*,男,1986,2024-06-04,,,,D08,L2,0,2024-12-01,active
E01055,陶英春,男,1991,2023-09-03,,,,D03,L1,0,2023-12-02,active
E01056,王芳静,女,1994,2018-04-08,,,,D04,L3,0,2018-07-07,active
E01057,严勇*,男,1992,2023-11-01,,,,D08,L1,0,2024-01-30,active
E01058,秦月*,女,1992,2022-05-21,2025-10-12,vol,R05,D06,L3,0,2022-08-19,left
E01059,孔敏菊,男,1992,2024-05-12,,,,D05,L2,0,2024-08-10,active
E01060,戚磊超,女,1987,2018-10-12,,,,D03,L2,0,2019-01-10,active
E01061,严凤凡,女,1989,2024-06-26,2025-07-11,invol,R07,D03,L4,1,2024-09-24,left
E01062,褚涛红,女,1993,2022-08-17,2025-06-19,vol,R03,D01,L3,1,2022-11-15,left
E01063,陈秀*,男,1987,2020-04-23,,,,D02,L1,0,2020-07-22,active
E01064,严军*,男,1993,2020-06-09,,,,D05,L2,0,2020-09-07,active
E01065,陈伟芬,男,1980,2021-04-01,,,,D01,L3,0,2021-06-30,active
E01066,曹明香,女,1985,2022-11-11,,,,D01,L1,0,2023-05-10,active
E01067,沈淑燕,女,1989,2020-07-28,,,,D09,L2,0,2021-01-24,active
E01068,朱珠*,男,1985,2018-03-23,,,,D02,L1,0,2018-06-21,active
E01069,褚瑞*,男,1988,2024-03-31,,,,D05,L3,0,2024-06-29,active
E01070,李芳伟,男,1991,2020-06-13,,,,D02,L1,0,2020-09-11,active
E01071,秦荣燕,男,1996,2021-05-14,,,,D01,L6,0,2021-08-12,active
E01072,陶美*,男,1986,2023-10-04,2025-12-29,vol,R01,D01,L3,0,2024-04-01,left
E01073,沈军*,女,1988,2018-05-19,2025-10-08,vol,R02,D02,L3,1,2018-08-17,left
E01074,周玲艳,男,1990,2022-06-29,,,,D01,L6,1,2022-09-27,active
E01075,华瑞强,男,1990,2020-05-30,2025-02-12,vol,R02,D02,L3,0,2020-11-26,left
E01076,邹英*,女,1991,2022-12-30,,,,D06,L2,0,2023-03-30,active
E01077,邹雪*,男,1993,2021-03-30,2025-04-16,invol,R06,D03,L4,0,2021-06-28,left
E01078,孙凤*,女,1988,2023-04-06,,,,D07,L2,0,2023-07-05,active
E01079,曹勇涛,女,1991,2021-01-21,,,,D12,L3,0,2021-07-20,active
E01080,韩兰*,男,1999,2021-10-04,,,,D02,L6,0,2022-01-02,active
E01081,韩月*,女,1993,2017-08-30,,,,D06,L4,0,2018-02-26,active
E01082,许芝燕,女,1983,2018-02-19,,,,D03,L2,0,2018-05-20,active
E01083,朱香爱,男,1991,2024-09-07,2025-04-09,vol,R01,D12,L1,0,2024-12-06,left
E01084,陶丽静,男,1993,2024-12-08,,,,D03,L2,0,2025-03-08,active
E01085,施瑞云,女,1998,2023-10-12,,,,D01,L1,0,2024-01-10,active
E01086,郑月*,男,1983,2018-01-01,,,,D02,L1,0,2018-06-30,active
E01087,冯敏霞,男,1989,2022-03-16,,,,D01,L1,0,2022-06-14,active
E01088,王怡*,男,2001,2023-08-24,,,,D11,L6,1,2023-11-22,active
E01089,杨伟*,女,2002,2024-05-08,,,,D07,L6,0,2024-08-06,active
E01090,韩霞涛,男,1987,2022-12-10,,,,D01,L2,0,2023-06-08,active
E01091,张娟*,女,1994,2019-09-15,,,,D01,L5,0,2019-12-14,active
E01092,杨秀*,男,1991,2024-10-25,,,,D01,L6,0,2025-01-23,active
E01093,喻丽*,男,1992,2022-05-17,,,,D01,L4,1,2022-08-15,active
E01094,秦欣*,男,1987,2020-02-20,,,,D02,L3,0,2020-05-20,active
E01095,邹洋*,女,1984,2017-11-03,,,,D01,L2,0,2018-02-01,active
E01096,严琳红,男,1981,2018-07-07,,,,D01,L7,1,2018-10-05,active
E01097,冯艳嘉,男,1999,2023-05-07,,,,D11,L2,0,2023-11-03,active
E01098,钱荣*,男,1997,2019-08-05,,,,D01,L3,0,2019-11-03,active
E01099,邹菊媛,男,1994,2024-05-30,,,,D03,L3,0,2024-08-28,active
E01100,冯媛*,女,1983,2018-05-13,2025-07-11,vol,R02,D06,L6,0,2018-08-11,left
E01101,何芝洁,男,1990,2020-12-08,,,,D12,L2,0,2021-03-08,active
E01102,冯芳*,男,1988,2023-03-29,,,,D06,L3,0,2023-06-27,active
E01103,沈凤*,女,1994,2021-07-02,,,,D02,L4,0,2021-09-30,active
E01104,周萍*,女,1993,2022-01-31,,,,D02,L2,0,2022-05-01,active
E01105,秦嘉淑,男,1979,2022-11-01,,,,D01,L2,0,2023-01-30,active
E01106,卫明*,女,1995,2020-10-17,,,,D08,L2,1,2021-01-15,active
E01107,孙磊*,男,1991,2018-08-24,,,,D02,L1,0,2018-11-22,active
E01108,喻梅华,男,1993,2023-08-23,2025-06-10,vol,R02,D01,L1,0,2024-02-19,left
E01109,秦瑞*,女,1987,2019-07-10,,,,D01,L3,0,2019-10-08,active
E01110,杨彩*,男,1996,2023-11-09,,,,D11,L1,0,2024-02-07,active
E01111,孔娜*,男,1983,2022-05-27,,,,D01,L2,0,2022-08-25,active
E01112,金惠*,男,1987,2022-01-01,2025-05-29,invol,R07,D06,L1,0,2022-04-01,left
E01113,韩云媛,男,1993,2020-02-17,,,,D12,L2,0,2020-05-17,active
E01114,施琳*,女,1988,2021-05-15,,,,D03,L2,0,2021-08-13,active
E01115,韩怡淑,男,1990,2018-01-01,,,,D02,L5,0,2018-04-01,active
E01116,朱勇*,女,1985,2019-07-19,,,,D01,L1,0,2019-10-17,active
E01117,吴强美,男,1990,2024-06-13,,,,D02,L2,0,2024-09-11,active
E01118,周杰*,男,1994,2022-08-04,,,,D08,L4,0,2022-11-02,active
E01119,秦嘉佳,女,1983,2021-06-25,,,,D03,L1,1,2021-12-22,active
E01120,张玲*,男,1982,2024-07-08,,,,D03,L6,0,2024-10-06,active
E01121,曹环莺,女,1988,2024-04-29,,,,D12,L1,0,2024-10-26,active
E01122,严巧*,女,1990,2023-01-31,,,,D03,L5,0,2023-05-01,active
E01123,姜淑珠,女,1981,2021-01-24,,,,D03,L2,0,2021-04-24,active
E01124,杨英*,女,1985,2024-05-29,,,,D01,L4,0,2024-08-27,active
E01125,郑芳*,男,1991,2022-03-21,,,,D02,L6,0,2022-06-19,active
E01126,陶军*,女,1984,2018-05-26,2025-03-02,vol,R03,D01,L2,0,2018-08-24,left
E01127,钱香*,男,1995,2024-05-07,,,,D08,L2,0,2024-08-05,active
E01128,姜妹静,男,1994,2020-11-13,,,,D06,L4,0,2021-05-12,active
E01129,陈淑*,女,1997,2021-11-30,,,,D03,L2,0,2022-02-28,active
E01130,陈爱*,男,1987,2024-11-19,2025-03-31,vol,R05,D01,L1,0,2025-02-17,left
E01131,褚凡*,男,1984,2024-12-30,2025-07-02,invol,R08,D06,L4,0,2025-06-28,left
E01132,吕菊*,女,1986,2019-11-07,,,,D06,L6,0,2020-02-05,active
E01133,许凡环,女,1989,2020-04-08,,,,D01,L2,0,2020-10-05,active
E01134,杨莺杰,男,1977,2019-02-12,2025-01-31,vol,R04,D06,L1,0,2019-08-11,left
E01135,周春磊,男,1993,2022-08-28,2025-03-19,invol,R07,D03,L1,0,2023-02-24,left
E01136,姜瑞真,女,1991,2024-05-19,,,,D05,L2,0,2024-08-17,active
E01137,郑勇*,男,1986,2018-08-14,,,,D07,L3,0,2019-02-10,active
E01138,李伟*,女,1997,2022-07-23,,,,D01,L4,1,2022-10-21,active
E01139,吴丽静,女,1984,2018-09-03,,,,D08,L2,0,2019-03-02,active
E01140,尤秀*,男,1986,2018-11-12,,,,D05,L3,0,2019-02-10,active
E01141,陶香*,男,1997,2020-08-24,,,,D03,L1,0,2020-11-22,active
E01142,何惠*,男,1995,2020-01-24,,,,D01,L6,1,2020-07-22,active
E01143,吕春艳,女,1981,2024-09-21,2025-06-22,vol,R01,D03,L1,0,2024-12-20,left
E01144,孙琳*,女,1972,2020-08-20,,,,D01,L2,1,2021-02-16,active
E01145,金秀爱,男,1991,2024-12-02,,,,D05,L6,0,2025-05-31,active
E01146,姜兰*,男,1994,2018-06-07,2025-11-15,invol,R09,D11,L4,1,2018-09-05,left
E01147,张凤*,女,1992,2021-01-13,2025-12-13,vol,R02,D03,L4,0,2021-04-13,left
E01148,曹欣淑,女,2000,2024-01-27,,,,D03,L5,0,2024-04-26,active
E01149,周媛荣,女,2000,2022-04-20,,,,D01,L1,0,2022-07-19,active
E01150,孙雅萍,女,1992,2020-12-29,,,,D03,L5,1,2021-03-29,active
E01151,秦荣*,女,1998,2023-12-20,,,,D11,L2,0,2024-06-17,active
E01152,邹芬芝,女,1987,2019-06-20,,,,D11,L3,0,2019-09-18,active
E01153,钱杰*,女,1986,2019-11-20,,,,D07,L1,0,2020-05-18,active
E01154,郑芬*,男,1981,2020-07-15,2025-02-01,vol,R02,D04,L5,1,2020-10-13,left
E01155,卫涛凤,女,1982,2017-03-12,,,,D01,L4,0,2017-09-08,active
E01156,吴梅*,男,1991,2022-04-04,,,,D01,L3,0,2022-07-03,active
E01157,吕慧*,女,2001,2023-11-09,2025-06-29,vol,R04,D06,L4,1,2024-02-07,left
E01158,郑嘉环,男,1995,2017-01-20,2025-02-19,vol,R01,D01,L2,0,2017-07-19,left
E01159,姜月*,女,1972,2020-09-12,,,,D05,L1,0,2021-03-11,active
E01160,张凤*,男,1986,2024-11-14,,,,D01,L3,0,2025-02-12,active
E01161,喻凤*,男,1982,2018-07-04,2025-11-20,invol,R06,D09,L4,0,2018-10-02,left
E01162,许秀云,女,1988,2023-11-01,,,,D12,L2,0,2024-01-30,active
E01163,尤菊*,女,1992,2018-08-20,,,,D01,L4,1,2018-11-18,active
E01164,吕春娜,女,1985,2021-09-16,,,,D04,L2,0,2021-12-15,active
E01165,喻燕燕,男,1989,2024-10-09,,,,D01,L3,0,2025-04-07,active
E01166,李秀*,女,1993,2017-09-30,,,,D12,L2,0,2017-12-29,active
E01167,杨勇*,男,1991,2024-08-12,,,,D01,L1,0,2025-02-08,active
E01168,褚嘉*,女,1995,2020-02-20,,,,D03,L1,0,2020-05-20,active
E01169,孔静芳,女,1987,2018-04-28,,,,D02,L3,0,2018-07-27,active
E01170,严萍凡,男,1994,2021-02-16,,,,D01,L1,0,2021-05-17,active
E01171,孙雅丽,女,1999,2021-02-26,2025-08-14,invol,R06,D07,L3,0,2021-05-27,left
E01172,王芳*,男,1999,2024-07-06,,,,D02,L1,0,2024-10-04,active
E01173,金淑英,女,1990,2024-05-27,,,,D01,L2,0,2024-08-25,active
E01174,华莺*,男,1991,2018-05-29,2025-04-11,vol,R01,D08,L6,0,2018-08-27,left
E01175,谢军洁,男,1988,2021-10-01,2025-03-07,vol,R02,D02,L1,0,2021-12-30,left
E01176,金秀*,女,1996,2024-02-20,,,,D01,L7,0,2024-05-20,active
E01177,谢彩娜,女,1984,2017-07-15,,,,D01,L2,0,2017-10-13,active
E01178,谢娜欣,男,1990,2024-08-18,,,,D01,L1,0,2025-02-14,active
E01179,华萍娥,男,1996,2023-04-14,,,,D05,L1,0,2023-07-13,active
E01180,杨菊*,女,1984,2020-05-22,2025-08-08,invol,R08,D01,L2,0,2020-08-20,left
E01181,韩雪惠,男,1999,2023-11-20,,,,D03,L4,0,2024-05-18,active
E01182,郑静*,男,1990,2024-08-17,,,,D11,L1,0,2024-11-15,active
E01183,朱芝*,女,1990,2017-01-19,,,,D06,L2,0,2017-04-19,active
E01184,吕杰*,女,1988,2020-07-24,,,,D05,L2,0,2021-01-20,active
E01185,钱玲*,女,1983,2023-08-22,2025-03-06,invol,R07,D09,L3,0,2023-11-20,left
E01186,金翠静,男,1998,2024-11-19,,,,D01,L1,0,2025-02-17,active
E01187,褚媛*,女,1993,2024-02-01,,,,D01,L2,1,2024-07-30,active
E01188,郑妹*,男,2002,2024-04-09,,,,D09,L4,1,2024-07-08,active
E01189,吕香*,女,1999,2021-10-03,,,,D12,L3,0,2022-01-01,active
E01190,朱珠娜,男,1993,2021-05-08,2025-02-13,vol,R01,D01,L3,0,2021-08-06,left
E01191,邹涛真,女,1986,2019-05-25,,,,D11,L4,0,2019-08-23,active
E01192,李嘉洋,男,1996,2024-06-22,2025-05-03,vol,R03,D01,L5,0,2024-09-20,left
E01193,冯翠艳,男,1999,2021-08-18,,,,D03,L1,0,2022-02-14,active
E01194,秦凤*,女,1997,2024-10-01,,,,D07,L4,0,2024-12-30,active
E01195,陶杰*,男,1984,2020-03-28,2025-06-30,vol,R03,D11,L3,0,2020-06-26,left
E01196,何云佳,女,1985,2024-10-20,,,,D05,L3,0,2025-04-18,active
E01197,周华*,女,1987,2023-10-13,,,,D07,L3,0,2024-01-11,active
E01198,李伟玉,男,1981,2019-04-01,,,,D02,L1,0,2019-06-30,active
E01199,戚雅素,男,1990,2024-09-09,,,,D06,L1,0,2025-03-08,active
E01200,李雪*,男,1983,2018-11-19,2025-06-16,invol,R06,D03,L1,0,2019-02-17,left
E01201,谢娜*,男,1980,2021-06-01,,,,D01,L4,0,2021-11-28,active
E01202,赵红红,女,1988,2018-06-15,,,,D12,L1,0,2018-09-13,active
E01203,周环*,男,1984,2021-07-10,2025-03-14,invol,R07,D01,L2,1,2021-10-08,left
E01204,许雪*,女,1993,2020-02-18,2025-10-03,vol,R01,D01,L4,0,2020-05-18,left
E01205,孔芳莲,男,1981,2024-07-01,,,,D11,L1,0,2024-09-29,active
E01206,张凤*,女,1982,2022-12-19,,,,D01,L1,0,2023-03-19,active
E01207,谢佳娜,女,1993,2018-06-22,,,,D08,L4,0,2018-09-20,active
E01208,冯莺磊,男,1990,2021-06-11,,,,D06,L5,1,2021-09-09,active
E01209,施静萍,男,1990,2023-07-16,2025-01-24,vol,R02,D05,L5,0,2024-01-12,left
E01210,魏明*,女,1992,2019-11-12,,,,D05,L1,0,2020-02-10,active
E01211,严静勇,女,1994,2021-02-06,,,,D11,L3,0,2021-05-07,active
E01212,喻欣芳,未披露,1990,2021-11-27,,,,D11,L1,0,2022-05-26,active
E01213,赵玉兰,女,1997,2024-12-14,,,,D03,L3,0,2025-03-14,active
E01214,赵珠*,女,1987,2023-09-28,2025-01-25,vol,R05,D05,L3,0,2024-03-26,left
E01215,邹芳*,男,1985,2018-04-02,,,,D03,L3,0,2018-07-01,active
E01216,褚珠佳,男,1986,2018-09-17,,,,D01,L7,1,2019-03-16,active
E01217,谢雪丽,男,1981,2023-08-31,,,,D09,L5,0,2023-11-29,active
E01218,谢杰*,女,1985,2023-03-20,,,,D01,L2,0,2023-06-18,active
E01219,吴敏*,女,1992,2024-12-21,2025-03-12,invol,R06,D06,L5,1,2025-03-21,left
E01220,施强嘉,男,1988,2017-08-27,2025-08-22,invol,R09,D04,L1,0,2018-02-23,left
E01221,朱芳丽,女,2000,2024-08-04,,,,D01,L5,1,2025-01-31,active
E01222,喻欣*,女,1987,2021-06-16,,,,D01,L4,1,2021-09-14,active
E01223,张军芬,男,1995,2022-12-23,,,,D04,L4,0,2023-03-23,active
E01224,严云芳,女,1997,2022-05-06,2025-01-24,vol,R01,D09,L1,0,2022-08-04,left
E01225,杨英*,男,1992,2019-07-12,,,,D01,L4,1,2019-10-10,active
E01226,蒋娟*,女,1991,2021-12-12,,,,D08,L4,0,2022-06-10,active
E01227,陶华*,男,2002,2024-06-14,,,,D01,L2,0,2024-12-11,active
E01228,韩怡菊,女,1992,2017-04-26,,,,D06,L1,0,2017-07-25,active
E01229,尤伟雪,女,2001,2023-01-22,2025-06-08,vol,R03,D11,L3,0,2023-07-21,left
E01230,陈环梅,女,1995,2024-06-07,2025-01-01,vol,R03,D04,L2,0,2024-12-04,left
E01231,赵艳杰,女,1994,2020-07-09,,,,D06,L2,0,2021-01-05,active
E01232,王萍娥,女,1990,2024-06-13,2025-12-13,invol,R06,D03,L2,0,2024-12-10,left
E01233,韩伟*,女,1992,2021-03-07,2025-06-23,vol,R02,D10,L5,0,2021-06-05,left
E01234,蒋洋*,未披露,1975,2018-04-05,,,,D01,L1,0,2018-07-04,active
E01235,周菊*,男,1981,2018-11-29,,,,D03,L3,0,2019-02-27,active
E01236,李素*,女,1987,2020-10-21,2025-06-13,invol,R06,D08,L6,1,2021-01-19,left
E01237,严超洁,女,1992,2021-12-23,2025-05-13,invol,R08,D01,L6,0,2022-03-23,left
E01238,周红*,女,1989,2021-12-26,,,,D11,L6,0,2022-06-24,active
E01239,褚淑*,男,1985,2017-04-28,,,,D12,L6,1,2017-07-27,active
E01240,郑勇伟,男,1976,2021-08-01,2025-05-03,invol,R07,D02,L1,0,2022-01-28,left
E01241,蒋珠*,女,1994,2022-07-28,,,,D11,L3,0,2022-10-26,active
E01242,陈真*,男,1986,2023-06-04,,,,D01,L6,0,2023-09-02,active
E01243,陈莺凡,男,1991,2023-08-16,,,,D06,L1,0,2023-11-14,active
E01244,邹娜*,女,1989,2024-03-29,,,,D01,L3,0,2024-09-25,active
E01245,华雅玉,女,1993,2017-04-16,,,,D11,L4,0,2017-07-15,active
E01246,钱凡爱,男,1980,2020-04-20,,,,D03,L2,0,2020-07-19,active
E01247,陈芳*,女,2002,2024-07-22,,,,D01,L1,0,2025-01-18,active
E01248,曹琳*,男,1985,2024-09-27,,,,D02,L3,0,2024-12-26,active
E01249,冯菊月,男,1985,2017-09-07,,,,D07,L3,0,2017-12-06,active
